hanzi,level,frequency,pinyin,meanings
岛,5,1816,dǎo,variant of 岛
岛,5,1816,dǎo,island
官,5,1825,Guān,surname Guan
官,5,1825,guān,government official
官,5,1825,guān,governmental
官,5,1825,guān,official
官,5,1825,guān,public
官,5,1825,guān,organ of the body
证据,5,1826,zhèng jù,evidence
证据,5,1826,zhèng jù,proof
证据,5,1826,zhèng jù,testimony
掌握,5,1826,zhǎng wò,to grasp (often fig.)
掌握,5,1826,zhǎng wò,to control
掌握,5,1826,zhǎng wò,"to seize (initiative, opportunity, destiny)"
掌握,5,1826,zhǎng wò,to master
掌握,5,1826,zhǎng wò,to know well
掌握,5,1826,zhǎng wò,to understand sth well and know how to use it
掌握,5,1826,zhǎng wò,fluency
幸运,5,1830,xìng yùn,fortunate
幸运,5,1830,xìng yùn,lucky
幸运,5,1830,xìng yùn,fortune
幸运,5,1830,xìng yùn,luck
制作,5,1835,zhì zuò,to make; to manufacture
教练,5,1838,jiào liàn,instructor
教练,5,1838,jiào liàn,sports coach
教练,5,1838,jiào liàn,trainer
记忆,5,1839,jì yì,to remember
记忆,5,1839,jì yì,to recall
记忆,5,1839,jì yì,memory
公开,5,1840,gōng kāi,open; overt; public
公开,5,1840,gōng kāi,to make public; to release
资金,5,1851,zī jīn,funds; capital
摆,5,1854,bǎi,to arrange
摆,5,1854,bǎi,to exhibit
摆,5,1854,bǎi,to move to and fro
摆,5,1854,bǎi,a pendulum
吓,5,1856,hè,to scare
吓,5,1856,hè,to intimidate
吓,5,1856,hè,to threaten
吓,5,1856,hè,(interjection showing disapproval) tut-tut
吓,5,1856,hè,(interjection showing astonishment)
吓,5,1856,xià,to frighten
吓,5,1856,xià,to scare
立即,5,1862,lì jí,immediately
升,5,1863,shēng,to ascend
升,5,1863,shēng,to rise to the rank of
升,5,1863,shēng,to promote
升,5,1863,shēng,to hoist
升,5,1863,shēng,liter
升,5,1863,shēng,measure for dry grain equal to one-tenth dou 斗
升,5,1863,shēng,variant of 升
升,5,1863,shēng,variant of 升
经营,5,1867,jīng yíng,to engage in (business etc); to run; to operate
发挥,5,1869,fā huī,to display
发挥,5,1869,fā huī,to exhibit
发挥,5,1869,fā huī,to bring out implicit or innate qualities
发挥,5,1869,fā huī,to express (a thought or moral)
发挥,5,1869,fā huī,to develop (an idea)
发挥,5,1869,fā huī,to elaborate (on a theme)
立刻,5,1875,lì kè,forthwith
立刻,5,1875,lì kè,immediate
立刻,5,1875,lì kè,prompt
立刻,5,1875,lì kè,promptly
立刻,5,1875,lì kè,straightway
立刻,5,1875,lì kè,thereupon
立刻,5,1875,lì kè,at once
独立,5,1876,dú lì,independent
独立,5,1876,dú lì,independence
独立,5,1876,dú lì,to stand alone
实验,5,1879,shí yàn,experiment
实验,5,1879,shí yàn,test
实验,5,1879,shí yàn,experimental
实验,5,1879,shí yàn,to experiment
吹,5,1880,chuī,to blow
吹,5,1880,chuī,to play a wind instrument
吹,5,1880,chuī,to blast
吹,5,1880,chuī,to puff
吹,5,1880,chuī,to boast
吹,5,1880,chuī,to brag
吹,5,1880,chuī,to end in failure
吹,5,1880,chuī,to fall through
取消,5,1880,qǔ xiāo,to cancel
取消,5,1880,qǔ xiāo,cancellation
表情,5,1882,biǎo qíng,(facial) expression
表情,5,1882,biǎo qíng,to express one's feelings
采访,5,1893,cǎi fǎng,to interview
采访,5,1893,cǎi fǎng,to gather news
采访,5,1893,cǎi fǎng,to hunt for and collect
采访,5,1893,cǎi fǎng,to cover
通常,5,1897,tōng cháng,regular
通常,5,1897,tōng cháng,usual
通常,5,1897,tōng cháng,normal
通常,5,1897,tōng cháng,usually
通常,5,1897,tōng cháng,normally
针对,5,1899,zhēn duì,to target
针对,5,1899,zhēn duì,to focus on
针对,5,1899,zhēn duì,to be aimed at or against
针对,5,1899,zhēn duì,in response to
角度,5,1907,jiǎo dù,angle
角度,5,1907,jiǎo dù,point of view
遗憾,5,1908,yí hàn,regret
遗憾,5,1908,yí hàn,to regret
遗憾,5,1908,yí hàn,to be sorry that
对象,5,1912,duì xiàng,target; object
对象,5,1912,duì xiàng,partner; boyfriend; girlfriend
接触,5,1912,jiē chù,to touch
接触,5,1912,jiē chù,to contact
接触,5,1912,jiē chù,access
接触,5,1912,jiē chù,in touch with
规则,5,1924,guī zé,rule
规则,5,1924,guī zé,regulation
规则,5,1924,guī zé,rules and regulations
损失,5,1930,sǔn shī,loss
损失,5,1930,sǔn shī,damage
损失,5,1930,sǔn shī,to lose
损失,5,1930,sǔn shī,to suffer damage
合理,5,1935,hé lǐ,rational; reasonable; sensible; fair
依然,5,1943,yī rán,still
依然,5,1943,yī rán,as before
阶段,5,1945,jiē duàn,stage
阶段,5,1945,jiē duàn,section
阶段,5,1945,jiē duàn,phase
阶段,5,1945,jiē duàn,period
一致,5,1957,yī zhì,unanimous
一致,5,1957,yī zhì,identical (views or opinions)
吐,5,1958,tù,to vomit
吐,5,1958,tù,to throw up
吐,5,1958,tǔ,to spit
吐,5,1958,tǔ,"to send out (silk from a silkworm, bolls from cotton flowers etc)"
吐,5,1958,tǔ,to say
吐,5,1958,tǔ,to pour out (one's grievances)
刺激,5,1968,cì jī,to provoke; to irritate; to upset; to stimulate; to excite
刺激,5,1968,cì jī,irritant
反正,5,1968,fǎn zhèng,anyway
反正,5,1968,fǎn zhèng,in any case
反正,5,1968,fǎn zhèng,to come over from the enemy's side
赶紧,5,1994,gǎn jǐn,hurriedly
赶紧,5,1994,gǎn jǐn,without delay
移动,5,1997,yí dòng,to move
移动,5,1997,yí dòng,movement
移动,5,1997,yí dòng,migration
移动,5,1997,yí dòng,mobile
移动,5,1997,yí dòng,portable
销售,5,1999,xiāo shòu,to sell
销售,5,1999,xiāo shòu,to market
销售,5,1999,xiāo shòu,"sales (representative, agreement etc)"
呼吸,5,2003,hū xī,to breathe
可怕,5,2006,kě pà,awful
可怕,5,2006,kě pà,dreadful
可怕,5,2006,kě pà,fearful
可怕,5,2006,kě pà,formidable
可怕,5,2006,kě pà,frightful
可怕,5,2006,kě pà,scary
可怕,5,2006,kě pà,hideous
可怕,5,2006,kě pà,horrible
可怕,5,2006,kě pà,terrible
可怕,5,2006,kě pà,terribly
确认,5,2006,què rèn,to confirm
确认,5,2006,què rèn,to verify
确认,5,2006,què rèn,confirmation
出色,5,2028,chū sè,remarkable; outstanding
不必,5,2029,bù bì,need not
不必,5,2029,bù bì,does not have to
不必,5,2029,bù bì,not necessarily
现金,5,2030,xiàn jīn,cash
调整,5,2032,tiáo zhěng,to adjust
调整,5,2032,tiáo zhěng,adjustment
调整,5,2032,tiáo zhěng,revision
滴,5,2035,dī,a drop
滴,5,2035,dī,to drip
滚,5,2046,gǔn,to boil
滚,5,2046,gǔn,to roll
滚,5,2046,gǔn,to take a hike
滚,5,2046,gǔn,Get lost!
逃,5,2056,táo,to escape
逃,5,2056,táo,to run away
逃,5,2056,táo,to flee
婚姻,5,2058,hūn yīn,matrimony
婚姻,5,2058,hūn yīn,wedding
婚姻,5,2058,hūn yīn,marriage
喊,5,2060,hǎn,to yell
喊,5,2060,hǎn,to shout
喊,5,2060,hǎn,to call out for (a person)
紧急,5,2072,jǐn jí,urgent
紧急,5,2072,jǐn jí,emergency
宣传,5,2072,xuān chuán,to disseminate
宣传,5,2072,xuān chuán,to give publicity to
宣传,5,2072,xuān chuán,propaganda
优势,5,2080,yōu shì,superiority
优势,5,2080,yōu shì,dominance
优势,5,2080,yōu shì,advantage
随时,5,2085,suí shí,at any time; at all times
随时,5,2085,suí shí,at the right time; whenever necessary
卷,5,2089,juàn,scroll
卷,5,2089,juàn,book
卷,5,2089,juàn,volume
卷,5,2089,juàn,chapter
卷,5,2089,juàn,examination paper
卷,5,2089,juàn,"classifier for books, paintings: volume, scroll"
卷,5,2089,juǎn,to roll up
卷,5,2089,juǎn,roll
卷,5,2089,juǎn,"classifier for small rolled things (wad of paper money, movie reel etc)"
卷,5,2089,juǎn,to roll up
卷,5,2089,juǎn,to sweep up; to carry along
卷,5,2089,juǎn,a roll
卷,5,2089,juǎn,"classifier for rolls, spools etc"
时期,5,2090,shí qī,period
时期,5,2090,shí qī,phase
措施,5,2102,cuò shī,measure
措施,5,2102,cuò shī,step
导演,5,2109,dǎo yǎn,to direct
导演,5,2109,dǎo yǎn,director (film etc)
存,5,2114,cún,to exist
存,5,2114,cún,to deposit
存,5,2114,cún,to store
存,5,2114,cún,to keep
存,5,2114,cún,to survive
利益,5,2117,lì yì,benefit
利益,5,2117,lì yì,(in sb's) interest
评价,5,2119,píng jià,to evaluate
评价,5,2119,píng jià,to assess
形象,5,2124,xíng xiàng,image
形象,5,2124,xíng xiàng,form
形象,5,2124,xíng xiàng,figure
形象,5,2124,xíng xiàng,visualization
形象,5,2124,xíng xiàng,vivid
方案,5,2126,fāng àn,plan
方案,5,2126,fāng àn,program (for action etc)
方案,5,2126,fāng àn,proposal
方案,5,2126,fāng àn,proposed bill
欠,5,2126,qiàn,to owe
欠,5,2126,qiàn,to lack
欠,5,2126,qiàn,(literary) to be deficient in
欠,5,2126,qiàn,(bound form) yawn
欠,5,2126,qiàn,to raise slightly (a part of one's body)
商业,5,2129,shāng yè,business
商业,5,2129,shāng yè,trade
商业,5,2129,shāng yè,commerce
答应,5,2130,dā ying,to answer; to respond
答应,5,2130,dā ying,to answer positively; to agree; to accept; to promise
到达,5,2131,dào dá,to reach; to arrive
功能,5,2138,gōng néng,function; capability
避免,5,2140,bì miǎn,to avert
避免,5,2140,bì miǎn,to prevent
避免,5,2140,bì miǎn,to avoid
避免,5,2140,bì miǎn,to refrain from
生产,5,2146,shēng chǎn,to produce; to manufacture
生产,5,2146,shēng chǎn,to give birth to a child
女士,5,2155,nǚ shì,lady
女士,5,2155,nǚ shì,madam
女士,5,2155,nǚ shì,Miss
女士,5,2155,nǚ shì,Ms
成长,5,2157,chéng zhǎng,to mature
成长,5,2157,chéng zhǎng,to grow
成长,5,2157,chéng zhǎng,growth
彼此,5,2165,bǐ cǐ,each other; one another
推荐,5,2168,tuī jiàn,to recommend
推荐,5,2168,tuī jiàn,recommendation
指导,5,2171,zhǐ dǎo,to guide
指导,5,2171,zhǐ dǎo,to give directions
指导,5,2171,zhǐ dǎo,to direct
指导,5,2171,zhǐ dǎo,to coach
指导,5,2171,zhǐ dǎo,guidance
指导,5,2171,zhǐ dǎo,tuition
盖,5,2188,Gě,surname Ge
盖,5,2188,gài,lid
盖,5,2188,gài,top
盖,5,2188,gài,cover
盖,5,2188,gài,canopy
盖,5,2188,gài,to cover
盖,5,2188,gài,to conceal
盖,5,2188,gài,to build
原则,5,2188,yuán zé,principle
原则,5,2188,yuán zé,doctrine
联合,5,2190,lián hé,to combine
联合,5,2190,lián hé,to join
联合,5,2190,lián hé,unite
联合,5,2190,lián hé,alliance
炒,5,2197,chǎo,to sauté
炒,5,2197,chǎo,to stir-fry
炒,5,2197,chǎo,to speculate
炒,5,2197,chǎo,to hype
炒,5,2197,chǎo,to fire (sb)
塔,5,2198,tǎ,pagoda
塔,5,2198,tǎ,tower
塔,5,2198,tǎ,minaret
塔,5,2198,tǎ,stupa (abbr. loanword from Sanskrit tapo)
塔,5,2198,tǎ,old variant of 塔
微笑,5,2208,wēi xiào,smile
微笑,5,2208,wēi xiào,to smile
组合,5,2208,zǔ hé,to assemble
组合,5,2208,zǔ hé,to combine
组合,5,2208,zǔ hé,to compose
组合,5,2208,zǔ hé,combination
组合,5,2208,zǔ hé,association
组合,5,2208,zǔ hé,set
组合,5,2208,zǔ hé,compilation
组合,5,2208,zǔ hé,(math.) combinatorial
观点,5,2211,guān diǎn,point of view
观点,5,2211,guān diǎn,viewpoint
观点,5,2211,guān diǎn,standpoint
强烈,5,2212,qiáng liè,strong; intense
争取,5,2213,zhēng qǔ,to fight for
争取,5,2213,zhēng qǔ,to strive for
争取,5,2213,zhēng qǔ,to win over
公平,5,2218,gōng píng,fair
公平,5,2218,gōng píng,impartial
洞,5,2225,dòng,cave
洞,5,2225,dòng,hole
洞,5,2225,dòng,zero (unambiguous spoken form when spelling out numbers)
病毒,5,2227,bìng dú,virus
良好,5,2227,liáng hǎo,good
良好,5,2227,liáng hǎo,favorable
良好,5,2227,liáng hǎo,well
良好,5,2227,liáng hǎo,fine
权力,5,2229,quán lì,power
权力,5,2229,quán lì,authority
思考,5,2231,sī kǎo,to reflect on
思考,5,2231,sī kǎo,to ponder over
自从,5,2256,zì cóng,since (a time)
自从,5,2256,zì cóng,ever since
命运,5,2268,mìng yùn,fate; destiny
凭,5,2277,píng,variant of 凭
凭,5,2277,píng,to lean against
凭,5,2277,píng,to rely on
凭,5,2277,píng,on the basis of
凭,5,2277,píng,"no matter (how, what etc)"
凭,5,2277,píng,proof
尽量,5,2279,jìn liàng,as much as possible
尽量,5,2279,jìn liàng,to the greatest extent
尽量,5,2279,jǐn liàng,as much as possible
尽量,5,2279,jǐn liàng,to the greatest extent
娱乐,5,2283,yú lè,to entertain
娱乐,5,2283,yú lè,to amuse
娱乐,5,2283,yú lè,entertainment
娱乐,5,2283,yú lè,recreation
娱乐,5,2283,yú lè,amusement
娱乐,5,2283,yú lè,hobby
娱乐,5,2283,yú lè,fun
娱乐,5,2283,yú lè,joy
不然,5,2285,bù rán,not so
不然,5,2285,bù rán,no
不然,5,2285,bù rán,or else
不然,5,2285,bù rán,otherwise
不然,5,2285,bù rán,if not
不然,5,2285,bù rán,How about ...?
资格,5,2290,zī gé,qualifications
资格,5,2290,zī gé,seniority
胸,5,2291,xiōng,variant of 胸
胸,5,2291,xiōng,chest
胸,5,2291,xiōng,bosom
胸,5,2291,xiōng,heart
胸,5,2291,xiōng,mind
胸,5,2291,xiōng,thorax
企业,5,2296,qǐ yè,company; firm; enterprise; corporation
嫁,5,2300,jià,(of a woman) to marry
嫁,5,2300,jià,to marry off a daughter
嫁,5,2300,jià,to shift (blame etc)
追求,5,2302,zhuī qiú,to pursue (a goal etc) stubbornly
追求,5,2302,zhuī qiú,to seek after
追求,5,2302,zhuī qiú,to woo
命令,5,2305,mìng lìng,order
命令,5,2305,mìng lìng,command
欣赏,5,2305,xīn shǎng,to appreciate; to enjoy; to admire
政策,5,2305,zhèng cè,policy
神经,5,2307,shén jīng,nerve
神经,5,2307,shén jīng,mental state
神经,5,2307,shén jīng,(coll.) unhinged
神经,5,2307,shén jīng,nutjob
放松,5,2311,fàng sōng,to relax; to slacken; to loosen
举,5,2311,jǔ,variant of 举
举,5,2311,jǔ,to lift
举,5,2311,jǔ,to hold up
举,5,2311,jǔ,to cite
举,5,2311,jǔ,to enumerate
举,5,2311,jǔ,to act
举,5,2311,jǔ,to raise
举,5,2311,jǔ,to choose
举,5,2311,jǔ,to elect
举,5,2311,jǔ,act
举,5,2311,jǔ,move
举,5,2311,jǔ,deed
碎,5,2313,suì,(transitive or intransitive verb) to break into pieces; to shatter; to crumble
碎,5,2313,suì,broken; fragmentary; scattered
碎,5,2313,suì,garrulous
阻止,5,2318,zǔ zhǐ,to prevent
阻止,5,2318,zǔ zhǐ,to block
资源,5,2319,Zī yuán,"Ziyuan county in Guilin 林, Guangxi"
资源,5,2319,zī yuán,natural resource (such as water or minerals)
资源,5,2319,zī yuán,resource (such as manpower or tourism)
决赛,5,2326,jué sài,finals (of a competition)
主席,5,2330,zhǔ xí,chairperson
主席,5,2330,zhǔ xí,premier
主席,5,2330,zhǔ xí,chairman
形成,5,2335,xíng chéng,to form
形成,5,2335,xíng chéng,to take shape
一辈子,5,2335,yī bèi zi,(for) a lifetime
行业,5,2346,háng yè,trade; profession; industry; business
士兵,5,2348,shì bīng,soldier
配合,5,2349,pèi hé,matching
配合,5,2349,pèi hé,fitting in with
配合,5,2349,pèi hé,compatible with
配合,5,2349,pèi hé,to correspond
配合,5,2349,pèi hé,to fit
配合,5,2349,pèi hé,to conform to
配合,5,2349,pèi hé,rapport
配合,5,2349,pèi hé,to coordinate with
配合,5,2349,pèi hé,to act in concert with
配合,5,2349,pèi hé,to cooperate
配合,5,2349,pèi hé,to become man and wife
配合,5,2349,pèi hé,to combine parts of machine
单位,5,2350,dān wèi,unit (of measure)
单位,5,2350,dān wèi,unit (group of people as a whole)
单位,5,2350,dān wèi,"work unit (place of employment, esp. in the PRC prior to economic reform)"
显得,5,2352,xiǎn de,to seem
显得,5,2352,xiǎn de,to look
显得,5,2352,xiǎn de,to appear
亲自,5,2353,qīn zì,personally
亲自,5,2353,qīn zì,in person
亲自,5,2353,qīn zì,oneself
物质,5,2353,wù zhì,matter
物质,5,2353,wù zhì,substance
物质,5,2353,wù zhì,material
物质,5,2353,wù zhì,materialistic
承担,5,2363,chéng dān,to undertake
承担,5,2363,chéng dān,to assume (responsibility etc)
面临,5,2363,miàn lín,to face sth; to be confronted with
费用,5,2364,fèi yòng,cost
费用,5,2364,fèi yòng,expenditure
费用,5,2364,fèi yòng,expense
神秘,5,2364,shén mì,mysterious
神秘,5,2364,shén mì,mystery
自动,5,2365,zì dòng,automatic
自动,5,2365,zì dòng,voluntarily
明确,5,2369,míng què,clear-cut; definite; explicit
明确,5,2369,míng què,to clarify; to specify; to make definite
结合,5,2371,jié hé,to combine
结合,5,2371,jié hé,to link
结合,5,2371,jié hé,to integrate
结合,5,2371,jié hé,binding
登记,5,2377,dēng jì,to register (one's name)
烂,5,2387,làn,soft; mushy
烂,5,2387,làn,well-cooked and soft
烂,5,2387,làn,to rot; to decompose
烂,5,2387,làn,rotten
烂,5,2387,làn,worn out
烂,5,2387,làn,chaotic; messy
烂,5,2387,làn,utterly; thoroughly
烂,5,2387,làn,crappy; bad
充分,5,2392,chōng fèn,ample
充分,5,2392,chōng fèn,sufficient
充分,5,2392,chōng fèn,adequate
充分,5,2392,chōng fèn,full
充分,5,2392,chōng fèn,fully
充分,5,2392,chōng fèn,to the full
除,5,2398,chú,to get rid of
除,5,2398,chú,to remove
除,5,2398,chú,to exclude
除,5,2398,chú,to eliminate
除,5,2398,chú,to wipe out
除,5,2398,chú,to divide
除,5,2398,chú,except
除,5,2398,chú,not including
批,5,2398,pī,to ascertain
批,5,2398,pī,to act on
批,5,2398,pī,to criticize
批,5,2398,pī,to pass on
批,5,2398,pī,"classifier for batches, lots, military flights"
批,5,2398,pī,tier (for the ranking of universities and colleges)
主人,5,2399,zhǔ rén,master
主人,5,2399,zhǔ rén,host
主人,5,2399,zhǔ rén,owner
经典,5,2400,jīng diǎn,the classics
经典,5,2400,jīng diǎn,scriptures
经典,5,2400,jīng diǎn,classical
经典,5,2400,jīng diǎn,"classic (example, case etc)"
经典,5,2400,jīng diǎn,typical
法院,5,2401,fǎ yuàn,court of law
法院,5,2401,fǎ yuàn,court
醉,5,2402,zuì,intoxicated
工人,5,2405,gōng rén,worker
念,5,2410,niàn,"variant of 念, to read aloud"
念,5,2410,niàn,to read
念,5,2410,niàn,to study (a subject)
念,5,2410,niàn,to attend (a school)
念,5,2410,niàn,to read aloud
念,5,2410,niàn,to give (sb) a tongue-lashing
念,5,2410,niàn,to miss (sb)
念,5,2410,niàn,idea
念,5,2410,niàn,remembrance
念,5,2410,niàn,twenty (banker's anti-fraud numeral corresponding to 廿)
背景,5,2420,bèi jǐng,background; backdrop; context
背景,5,2420,bèi jǐng,(fig.) powerful backer
狼,5,2421,láng,wolf
进步,5,2425,jìn bù,progress; improvement; to improve; to progress
闻,5,2427,Wén,surname Wen
闻,5,2427,wén,to hear
闻,5,2427,wén,news
闻,5,2427,wén,well-known
闻,5,2427,wén,famous
闻,5,2427,wén,reputation
闻,5,2427,wén,fame
闻,5,2427,wén,to smell
闻,5,2427,wén,to sniff at
对待,5,2429,duì dài,to treat
对待,5,2429,duì dài,treatment
现象,5,2440,xiàn xiàng,phenomenon
现象,5,2440,xiàn xiàng,appearance
道德,5,2445,dào dé,virtue
道德,5,2445,dào dé,morality
道德,5,2445,dào dé,ethics
编辑,5,2447,biān jí,to edit
编辑,5,2447,biān jí,to compile
编辑,5,2447,biān jí,editor
编辑,5,2447,biān jí,compiler
私人,5,2449,sī rén,private
私人,5,2449,sī rén,personal
私人,5,2449,sī rén,interpersonal
私人,5,2449,sī rén,sb with whom one has a close personal relationship
私人,5,2449,sī rén,a member of one's clique
一路,5,2451,yī lù,the whole journey
一路,5,2451,yī lù,all the way
一路,5,2451,yī lù,going the same way
一路,5,2451,yī lù,going in the same direction
一路,5,2451,yī lù,of the same kind
领域,5,2459,lǐng yù,domain
领域,5,2459,lǐng yù,sphere
领域,5,2459,lǐng yù,field
